agency_id,fare_id,price,currency_type,payment_method,transfers,transfer_duration
815,2361,4.25,USD,0,0,
815,2362,1.75,USD,0,0,
815,2366,10.25,USD,0,0,
815,2367,9.00,USD,0,0,
815,2368,8.00,USD,0,0,0
815,2369,7.00,USD,0,0,
815,2370,13.00,USD,0,0,
815,2371,10.75,USD,0,0,0
815,2372,6.00,USD,0,0,0
